target,pair_id
False,11989
False,11990
False,11991
False,11992
False,11993
False,11994
False,11995
False,11996
False,11997
True,11998
False,11999
False,12000
False,12001
False,12002
True,12003
False,12004
False,12005
False,12006
False,12007
False,12008
False,12009
False,12010
False,12011
True,12012
False,12013
False,12014
True,12015
False,12016
False,12017
False,12018
False,12019
False,12020
False,12021
False,12022
False,12023
False,12024
False,12025
False,12026
True,12027
False,12028
False,12029
False,12030
False,12031
False,12032
False,12033
True,12034
False,12035
False,12036
False,12037
False,12038
False,12039
False,12040
False,12041
False,12042
False,12043
False,12044
False,12045
False,12046
False,12047
False,12048
False,12049
True,12050
False,12051
False,12052
False,12053
False,12054
False,12055
True,12056
False,12057
False,12058
False,12059
False,12060
False,12061
False,12062
False,12063
False,12064
False,12065
True,12066
False,12067
False,12068
False,12069
True,12070
False,12071
False,12072
False,12073
False,12074
False,12075
False,12076
False,12077
False,12078
False,12079
False,12080
False,12081
False,12082
False,12083
False,12084
False,12085
False,12086
False,12087
False,12088
False,12089
False,12090
True,12091
False,12092
False,12093
False,12094
False,12095
False,12096
False,12097
False,12098
False,12099
True,12100
False,12101
False,12102
False,12103
False,12104
True,12105
False,12106
True,12107
False,12108
False,12109
False,12110
False,12111
False,12112
False,12113
False,12114
False,12115
False,12116
False,12117
False,12118
False,12119
True,12120
False,12121
False,12122
False,12123
True,12124
False,12125
False,12126
False,12127
True,12128
False,12129
False,12130
True,12131
False,12132
False,12133
False,12134
True,12135
False,12136
True,12137
False,12138
False,12139
True,12140
False,12141
True,12142
False,12143
False,12144
False,12145
False,12146
False,12147
False,12148
False,12149
False,12150
False,12151
True,12152
True,12153
False,12154
False,12155
True,12156
False,12157
False,12158
False,12159
False,12160
True,12161
True,12162
False,12163
True,12164
True,12165
True,12166
False,12167
False,12168
False,12169
False,12170
True,12171
False,12172
False,12173
False,12174
False,12175
False,12176
False,12177
False,12178
True,12179
True,12180
True,12181
True,12182
True,12183
True,12184
True,12185
False,12186
False,12187
True,12188
True,12189
True,12190
False,12191
True,12192
True,12193
True,12194
True,12195
True,12196
True,12197
True,12198
False,12199
True,12200
True,12201
True,12202
True,12203
False,12204
False,12205
True,12206
True,12207
True,12208
True,12209
True,12210
True,12211
True,12212
True,12213
True,12214
True,12215
True,12216
True,12217
True,12218
True,12219
True,12220
True,12221
True,12222
True,12223
False,12224
True,12225
True,12226
False,12227
True,12228
True,12229
True,12230
True,12231
True,12232
False,12233
False,12234
True,12235
True,12236
True,12237
True,12238
True,12239
True,12240
False,12241
True,12242
False,12243
True,12244
True,12245
True,12246
True,12247
True,12248
False,12249
True,12250
True,12251
True,12252
False,12253
False,12254
True,12255
True,12256
True,12257
True,12258
True,12259
True,12260
True,12261
True,12262
False,12263
True,12264
True,12265
True,12266
True,12267
False,12268
False,12269
False,12270
True,12271
False,12272
False,12273
True,12274
True,12275
False,12276
False,12277
False,12278
False,12279
False,12280
False,12281
False,12282
False,12283
False,12284
False,12285
False,12286
False,12287
False,12288
False,12289
False,12290
False,12291
False,12292
False,12293
False,12294
False,12295
False,12296
False,12297
False,12298
False,12299
False,12300
False,12301
False,12302
False,12303
False,12304
False,12305
False,12306
False,12307
False,12308
False,12309
False,12310
False,12311
False,12312
False,12313
False,12314
False,12315
False,12316
False,12317
False,12318
False,12319
False,12320
False,12321
False,12322
False,12323
False,12324
False,12325
False,12326
False,12327
False,12328
False,12329
False,12330
False,12331
False,12332
False,12333
False,12334
False,12335
False,12336
False,12337
False,12338
False,12339
False,12340
False,12341
False,12342
False,12343
False,12344
False,12345
False,12346
False,12347
False,12348
False,12349
False,12350
False,12351
False,12352
False,12353
False,12354
False,12355
False,12356
False,12357
False,12358
False,12359
False,12360
False,12361
False,12362
False,12363
False,12364
False,12365
False,12366
False,12367
False,12368
True,12369
False,12370
True,12371
False,12372
True,12373
True,12374
False,12375
True,12376
False,12377
True,12378
False,12379
False,12380
False,12381
False,12382
False,12383
True,12384
False,12385
False,12386
True,12387
True,12388
False,12389
True,12390
True,12391
True,12392
False,12393
True,12394
True,12395
False,12396
True,12397
True,12398
True,12399
True,12400
False,12401
False,12402
True,12403
True,12404
True,12405
True,12406
False,12407
True,12408
True,12409
False,12410
True,12411
True,12412
True,12413
True,12414
False,12415
False,12416
True,12417
False,12418
False,12419
True,12420
True,12421
True,12422
False,12423
True,12424
True,12425
False,12426
True,12427
True,12428
False,12429
False,12430
True,12431
True,12432
False,12433
True,12434
False,12435
True,12436
False,12437
True,12438
True,12439
False,12440
True,12441
True,12442
True,12443
False,12444
True,12445
True,12446
True,12447
True,12448
True,12449
False,12450
True,12451
False,12452
True,12453
True,12454
True,12455
False,12456
True,12457
True,12458
False,12459
True,12460
True,12461
False,12462
True,12463
True,12464
True,12465
True,12466
True,12467
False,12468
True,12469
False,12470
False,12471
False,12472
False,12473
False,12474
False,12475
False,12476
False,12477
False,12478
False,12479
False,12480
False,12481
False,12482
False,12483
False,12484
False,12485
False,12486
False,12487
False,12488
False,12489
False,12490
False,12491
False,12492
False,12493
False,12494
False,12495
False,12496
False,12497
False,12498
False,12499
False,12500
False,12501
False,12502
False,12503
False,12504
False,12505
False,12506
False,12507
False,12508
False,12509
False,12510
False,12511
False,12512
False,12513
False,12514
False,12515
False,12516
False,12517
False,12518
False,12519
False,12520
False,12521
False,12522
False,12523
False,12524
False,12525
False,12526
False,12527
False,12528
False,12529
False,12530
False,12531
False,12532
False,12533
False,12534
False,12535
False,12536
False,12537
False,12538
False,12539
False,12540
False,12541
False,12542
False,12543
False,12544
False,12545
False,12546
False,12547
False,12548
False,12549
False,12550
False,12551
False,12552
False,12553
False,12554
False,12555
True,12556
False,12557
False,12558
False,12559
False,12560
False,12561
False,12562
False,12563
False,12564
False,12565
False,12566
False,12567
False,12568
False,12569
False,12570
False,12571
False,12572
False,12573
True,12574
False,12575
False,12576
False,12577
False,12578
True,12579
False,12580
False,12581
True,12582
False,12583
False,12584
False,12585
False,12586
False,12587
False,12588
False,12589
False,12590
False,12591
False,12592
False,12593
False,12594
True,12595
False,12596
False,12597
False,12598
False,12599
False,12600
False,12601
False,12602
False,12603
False,12604
False,12605
False,12606
True,12607
False,12608
False,12609
False,12610
False,12611
False,12612
False,12613
False,12614
False,12615
False,12616
False,12617
False,12618
False,12619
False,12620
False,12621
False,12622
False,12623
False,12624
False,12625
False,12626
False,12627
False,12628
False,12629
False,12630
True,12631
False,12632
False,12633
False,12634
False,12635
True,12636
False,12637
False,12638
False,12639
False,12640
False,12641
False,12642
False,12643
False,12644
False,12645
False,12646
False,12647
True,12648
False,12649
False,12650
False,12651
False,12652
False,12653
False,12654
False,12655
False,12656
True,12657
False,12658
False,12659
False,12660
False,12661
False,12662
False,12663
True,12664
True,12665
False,12666
False,12667
False,12668
False,12669
False,12670
False,12671
False,12672
False,12673
False,12674
False,12675
False,12676
False,12677
False,12678
True,12679
False,12680
False,12681
False,12682
False,12683
False,12684
False,12685
True,12686
False,12687
True,12688
False,12689
False,12690
True,12691
False,12692
False,12693
False,12694
False,12695
False,12696
False,12697
False,12698
False,12699
False,12700
False,12701
False,12702
False,12703
True,12704
False,12705
False,12706
False,12707
False,12708
False,12709
False,12710
False,12711
False,12712
True,12713
False,12714
False,12715
False,12716
False,12717
True,12718
False,12719
False,12720
False,12721
False,12722
False,12723
True,12724
False,12725
False,12726
False,12727
False,12728
True,12729
False,12730
False,12731
False,12732
False,12733
False,12734
False,12735
False,12736
True,12737
False,12738
False,12739
False,12740
False,12741
False,12742
True,12743
False,12744
False,12745
True,12746
False,12747
False,12748
True,12749
False,12750
False,12751
False,12752
False,12753
False,12754
False,12755
False,12756
False,12757
False,12758
False,12759
False,12760
False,12761
True,12762
False,12763
True,12764
False,12765
True,12766
False,12767
True,12768
False,12769
False,12770
False,12771
True,12772
False,12773
False,12774
False,12775
False,12776
True,12777
False,12778
False,12779
False,12780
False,12781
False,12782
True,12783
False,12784
False,12785
False,12786
False,12787
False,12788
False,12789
True,12790
True,12791
False,12792
False,12793
False,12794
True,12795
False,12796
False,12797
False,12798
True,12799
False,12800
True,12801
False,12802
False,12803
True,12804
False,12805
False,12806
False,12807
False,12808
True,12809
False,12810
False,12811
True,12812
False,12813
False,12814
False,12815
False,12816
False,12817
False,12818
True,12819
True,12820
True,12821
False,12822
False,12823
False,12824
False,12825
False,12826
False,12827
False,12828
False,12829
False,12830
False,12831
False,12832
False,12833
False,12834
False,12835
False,12836
False,12837
True,12838
True,12839
False,12840
False,12841
True,12842
False,12843
True,12844
False,12845
False,12846
False,12847
False,12848
False,12849
False,12850
False,12851
True,12852
False,12853
False,12854
False,12855
False,12856
True,12857
False,12858
True,12859
False,12860
False,12861
True,12862
False,12863
False,12864
False,12865
True,12866
False,12867
False,12868
False,12869
False,12870
False,12871
False,12872
False,12873
False,12874
False,12875
True,12876
False,12877
True,12878
False,12879
False,12880
False,12881
True,12882
False,12883
False,12884
False,12885
False,12886
False,12887
False,12888
False,12889
False,12890
True,12891
False,12892
False,12893
True,12894
False,12895
False,12896
False,12897
False,12898
False,12899
False,12900
False,12901
False,12902
False,12903
False,12904
False,12905
False,12906
False,12907
False,12908
False,12909
False,12910
False,12911
True,12912
False,12913
False,12914
False,12915
False,12916
False,12917
False,12918
False,12919
False,12920
False,12921
False,12922
False,12923
False,12924
False,12925
False,12926
False,12927
False,12928
True,12929
False,12930
False,12931
False,12932
False,12933
False,12934
False,12935
False,12936
False,12937
False,12938
False,12939
False,12940
False,12941
False,12942
False,12943
False,12944
False,12945
False,12946
False,12947
False,12948
True,12949
True,12950
False,12951
False,12952
False,12953
False,12954
False,12955
False,12956
False,12957
False,12958
False,12959
False,12960
True,12961
False,12962
False,12963
False,12964
False,12965
False,12966
False,12967
False,12968
False,12969
False,12970
True,12971
False,12972
False,12973
False,12974
False,12975
False,12976
False,12977
True,12978
False,12979
False,12980
False,12981
False,12982
True,12983
False,12984
True,12985
False,12986
False,12987
False,12988
True,12989
False,12990
False,12991
False,12992
False,12993
False,12994
False,12995
False,12996
False,12997
False,12998
False,12999
False,13000
False,13001
False,13002
False,13003
False,13004
True,13005
False,13006
False,13007
False,13008
True,13009
False,13010
False,13011
False,13012
False,13013
False,13014
False,13015
True,13016
False,13017
False,13018
True,13019
False,13020
False,13021
False,13022
False,13023
False,13024
False,13025
False,13026
False,13027
False,13028
False,13029
False,13030
False,13031
False,13032
False,13033
False,13034
False,13035
False,13036
False,13037
False,13038
False,13039
False,13040
False,13041
False,13042
False,13043
False,13044
False,13045
False,13046
False,13047
False,13048
False,13049
False,13050
False,13051
False,13052
False,13053
False,13054
False,13055
False,13056
False,13057
False,13058
False,13059
False,13060
False,13061
False,13062
False,13063
False,13064
False,13065
False,13066
False,13067
False,13068
False,13069
False,13070
False,13071
False,13072
False,13073
True,13074
False,13075
False,13076
False,13077
False,13078
False,13079
False,13080
False,13081
False,13082
False,13083
False,13084
False,13085
False,13086
False,13087
False,13088
False,13089
False,13090
False,13091
False,13092
False,13093
False,13094
False,13095
False,13096
False,13097
False,13098
False,13099
False,13100
False,13101
False,13102
False,13103
False,13104
False,13105
False,13106
False,13107
False,13108
False,13109
True,13110
False,13111
False,13112
False,13113
True,13114
False,13115
False,13116
False,13117
False,13118
False,13119
False,13120
True,13121
False,13122
False,13123
False,13124
True,13125
False,13126
False,13127
False,13128
False,13129
False,13130
False,13131
True,13132
False,13133
False,13134
True,13135
False,13136
False,13137
False,13138
False,13139
False,13140
False,13141
False,13142
False,13143
False,13144
False,13145
True,13146
False,13147
False,13148
False,13149
False,13150
False,13151
False,13152
True,13153
False,13154
False,13155
False,13156
False,13157
False,13158
True,13159
False,13160
False,13161
False,13162
False,13163
False,13164
False,13165
False,13166
False,13167
False,13168
False,13169
False,13170
False,13171
False,13172
False,13173
True,13174
False,13175
False,13176
False,13177
False,13178
False,13179
False,13180
False,13181
False,13182
False,13183
False,13184
True,13185
False,13186
True,13187
False,13188
False,13189
False,13190
True,13191
False,13192
False,13193
False,13194
False,13195
False,13196
False,13197
False,13198
False,13199
False,13200
False,13201
False,13202
True,13203
False,13204
False,13205
False,13206
False,13207
False,13208
False,13209
False,13210
False,13211
False,13212
False,13213
False,13214
False,13215
False,13216
True,13217
True,13218
False,13219
False,13220
False,13221
False,13222
True,13223
True,13224
False,13225
True,13226
True,13227
True,13228
True,13229
False,13230
True,13231
False,13232
False,13233
True,13234
False,13235
False,13236
False,13237
False,13238
True,13239
True,13240
False,13241
True,13242
True,13243
True,13244
True,13245
False,13246
False,13247
False,13248
True,13249
True,13250
False,13251
False,13252
True,13253
True,13254
True,13255
False,13256
False,13257
False,13258
False,13259
False,13260
True,13261
True,13262
False,13263
False,13264
True,13265
True,13266
True,13267
True,13268
True,13269
False,13270
True,13271
True,13272
True,13273
True,13274
True,13275
True,13276
True,13277
False,13278
True,13279
True,13280
True,13281
True,13282
True,13283
True,13284
True,13285
True,13286
True,13287
True,13288
True,13289
True,13290
True,13291
True,13292
False,13293
True,13294
False,13295
True,13296
True,13297
True,13298
True,13299
True,13300
False,13301
True,13302
True,13303
True,13304
True,13305
True,13306
True,13307
True,13308
False,13309
True,13310
True,13311
True,13312
True,13313
False,13314
True,13315
True,13316
False,13317
True,13318
True,13319
True,13320
True,13321
True,13322
True,13323
True,13324
True,13325
True,13326
True,13327
True,13328
False,13329
True,13330
True,13331
True,13332
True,13333
True,13334
True,13335
True,13336
True,13337
True,13338
True,13339
True,13340
True,13341
True,13342
False,13343
False,13344
True,13345
True,13346
True,13347
False,13348
True,13349
False,13350
True,13351
True,13352
False,13353
False,13354
True,13355
True,13356
True,13357
True,13358
False,13359
True,13360
True,13361
True,13362
True,13363
False,13364
True,13365
True,13366
True,13367
True,13368
True,13369
True,13370
True,13371
True,13372
True,13373
True,13374
True,13375
True,13376
True,13377
True,13378
True,13379
False,13380
False,13381
True,13382
False,13383
True,13384
True,13385
False,13386
True,13387
False,13388
True,13389
True,13390
True,13391
True,13392
True,13393
True,13394
True,13395
False,13396
True,13397
True,13398
True,13399
True,13400
False,13401
True,13402
True,13403
True,13404
True,13405
True,13406
True,13407
True,13408
True,13409
True,13410
True,13411
True,13412
False,13413
True,13414
True,13415
False,13416
False,13417
True,13418
True,13419
True,13420
True,13421
True,13422
True,13423
True,13424
True,13425
True,13426
True,13427
False,13428
False,13429
True,13430
True,13431
True,13432
True,13433
True,13434
True,13435
True,13436
True,13437
False,13438
True,13439
True,13440
True,13441
False,13442
True,13443
True,13444
False,13445
True,13446
True,13447
True,13448
False,13449
True,13450
True,13451
False,13452
False,13453
False,13454
False,13455
False,13456
False,13457
False,13458
False,13459
False,13460
False,13461
False,13462
False,13463
False,13464
False,13465
False,13466
False,13467
True,13468
False,13469
False,13470
False,13471
False,13472
False,13473
False,13474
False,13475
False,13476
False,13477
False,13478
False,13479
False,13480
False,13481
False,13482
False,13483
False,13484
False,13485
False,13486
True,13487
False,13488
False,13489
False,13490
False,13491
False,13492
False,13493
False,13494
False,13495
False,13496
False,13497
False,13498
False,13499
False,13500
False,13501
False,13502
False,13503
False,13504
False,13505
False,13506
False,13507
False,13508
False,13509
False,13510
False,13511
False,13512
False,13513
False,13514
False,13515
False,13516
False,13517
False,13518
False,13519
False,13520
False,13521
False,13522
False,13523
False,13524
False,13525
False,13526
False,13527
False,13528
False,13529
False,13530
False,13531
False,13532
False,13533
False,13534
False,13535
False,13536
False,13537
False,13538
False,13539
False,13540
False,13541
False,13542
False,13543
False,13544
False,13545
False,13546
False,13547
False,13548
False,13549
False,13550
False,13551
False,13552
False,13553
False,13554
False,13555
False,13556
True,13557
False,13558
False,13559
False,13560
False,13561
False,13562
True,13563
False,13564
False,13565
False,13566
False,13567
False,13568
False,13569
False,13570
False,13571
False,13572
True,13573
False,13574
False,13575
False,13576
False,13577
False,13578
False,13579
False,13580
False,13581
False,13582
False,13583
False,13584
False,13585
False,13586
False,13587
False,13588
False,13589
False,13590
False,13591
False,13592
False,13593
False,13594
False,13595
False,13596
False,13597
False,13598
False,13599
False,13600
False,13601
True,13602
True,13603
False,13604
False,13605
False,13606
False,13607
False,13608
False,13609
False,13610
False,13611
False,13612
False,13613
False,13614
False,13615
False,13616
False,13617
False,13618
False,13619
False,13620
True,13621
False,13622
False,13623
False,13624
False,13625
False,13626
False,13627
True,13628
False,13629
False,13630
False,13631
False,13632
True,13633
False,13634
False,13635
False,13636
False,13637
True,13638
False,13639
False,13640
False,13641
False,13642
False,13643
False,13644
False,13645
False,13646
True,13647
False,13648
False,13649
True,13650
False,13651
False,13652
False,13653
False,13654
False,13655
False,13656
False,13657
False,13658
True,13659
False,13660
False,13661
False,13662
False,13663
False,13664
False,13665
False,13666
False,13667
False,13668
True,13669
False,13670
False,13671
False,13672
False,13673
False,13674
False,13675
True,13676
False,13677
False,13678
False,13679
False,13680
False,13681
False,13682
False,13683
False,13684
False,13685
False,13686
False,13687
False,13688
False,13689
False,13690
True,13691
False,13692
False,13693
False,13694
False,13695
False,13696
False,13697
False,13698
False,13699
False,13700
False,13701
True,13702
False,13703
False,13704
False,13705
False,13706
False,13707
False,13708
False,13709
False,13710
False,13711
False,13712
False,13713
False,13714
True,13715
False,13716
False,13717
False,13718
False,13719
False,13720
True,13721
False,13722
True,13723
False,13724
True,13725
False,13726
True,13727
True,13728
False,13729
False,13730
False,13731
False,13732
False,13733
False,13734
False,13735
False,13736
False,13737
True,13738
False,13739
False,13740
False,13741
False,13742
False,13743
False,13744
True,13745
False,13746
False,13747
False,13748
False,13749
False,13750
False,13751
False,13752
False,13753
False,13754
False,13755
False,13756
False,13757
False,13758
False,13759
False,13760
False,13761
False,13762
False,13763
False,13764
False,13765
False,13766
False,13767
False,13768
False,13769
False,13770
False,13771
False,13772
False,13773
False,13774
False,13775
False,13776
False,13777
False,13778
True,13779
False,13780
False,13781
False,13782
False,13783
False,13784
False,13785
False,13786
False,13787
False,13788
False,13789
False,13790
False,13791
False,13792
False,13793
False,13794
False,13795
False,13796
False,13797
False,13798
False,13799
False,13800
False,13801
False,13802
False,13803
False,13804
False,13805
False,13806
False,13807
False,13808
False,13809
False,13810
False,13811
False,13812
False,13813
False,13814
False,13815
False,13816
False,13817
False,13818
False,13819
False,13820
False,13821
False,13822
False,13823
False,13824
False,13825
False,13826
False,13827
True,13828
False,13829
False,13830
False,13831
False,13832
True,13833
False,13834
False,13835
False,13836
False,13837
True,13838
False,13839
False,13840
False,13841
False,13842
False,13843
False,13844
False,13845
False,13846
False,13847
False,13848
False,13849
True,13850
False,13851
False,13852
False,13853
False,13854
False,13855
False,13856
False,13857
False,13858
False,13859
False,13860
False,13861
False,13862
False,13863
False,13864
False,13865
False,13866
False,13867
False,13868
False,13869
False,13870
False,13871
False,13872
False,13873
False,13874
False,13875
False,13876
False,13877
False,13878
False,13879
False,13880
False,13881
False,13882
False,13883
False,13884
False,13885
False,13886
False,13887
False,13888
False,13889
False,13890
False,13891
False,13892
False,13893
False,13894
False,13895
False,13896
False,13897
False,13898
False,13899
False,13900
False,13901
False,13902
False,13903
False,13904
False,13905
False,13906
False,13907
False,13908
False,13909
False,13910
False,13911
False,13912
False,13913
False,13914
False,13915
False,13916
False,13917
False,13918
False,13919
False,13920
False,13921
False,13922
False,13923
False,13924
False,13925
False,13926
False,13927
False,13928
False,13929
False,13930
False,13931
False,13932
False,13933
False,13934
False,13935
False,13936
False,13937
False,13938
False,13939
False,13940
False,13941
False,13942
False,13943
False,13944
False,13945
False,13946
False,13947
False,13948
True,13949
False,13950
True,13951
True,13952
False,13953
False,13954
False,13955
True,13956
False,13957
True,13958
False,13959
False,13960
False,13961
False,13962
True,13963
False,13964
False,13965
False,13966
False,13967
False,13968
True,13969
False,13970
True,13971
False,13972
False,13973
False,13974
True,13975
False,13976
False,13977
False,13978
True,13979
False,13980
False,13981
True,13982
False,13983
True,13984
False,13985
False,13986
True,13987
False,13988
False,13989
False,13990
True,13991
True,13992
True,13993
False,13994
False,13995
False,13996
False,13997
False,13998
True,13999
True,14000
False,14001
False,14002
False,14003
False,14004
True,14005
True,14006
True,14007
False,14008
False,14009
False,14010
False,14011
False,14012
False,14013
True,14014
True,14015
False,14016
False,14017
False,14018
True,14019
True,14020
False,14021
True,14022
True,14023
True,14024
True,14025
True,14026
True,14027
False,14028
False,14029
False,14030
True,14031
True,14032
True,14033
False,14034
True,14035
False,14036
True,14037
True,14038
True,14039
True,14040
True,14041
False,14042
True,14043
True,14044
True,14045
True,14046
True,14047
False,14048
False,14049
True,14050
True,14051
True,14052
True,14053
True,14054
True,14055
True,14056
True,14057
True,14058
True,14059
True,14060
False,14061
True,14062
True,14063
True,14064
True,14065
True,14066
True,14067
True,14068
True,14069
True,14070
True,14071
True,14072
True,14073
True,14074
True,14075
True,14076
True,14077
True,14078
True,14079
False,14080
True,14081
False,14082
True,14083
True,14084
True,14085
True,14086
True,14087
False,14088
True,14089
True,14090
True,14091
False,14092
True,14093
False,14094
True,14095
True,14096
True,14097
True,14098
False,14099
True,14100
True,14101
True,14102
True,14103
True,14104
True,14105
True,14106
True,14107
False,14108
True,14109
False,14110
True,14111
True,14112
True,14113
True,14114
True,14115
True,14116
True,14117
True,14118
True,14119
True,14120
True,14121
True,14122
True,14123
True,14124
True,14125
True,14126
True,14127
True,14128
True,14129
False,14130
False,14131
False,14132
False,14133
False,14134
False,14135
False,14136
False,14137
False,14138
False,14139
False,14140
False,14141
False,14142
False,14143
False,14144
False,14145
False,14146
False,14147
False,14148
False,14149
False,14150
False,14151
False,14152
False,14153
False,14154
False,14155
False,14156
False,14157
False,14158
False,14159
False,14160
False,14161
False,14162
False,14163
False,14164
False,14165
False,14166
False,14167
False,14168
False,14169
False,14170
False,14171
False,14172
False,14173
False,14174
False,14175
False,14176
False,14177
False,14178
False,14179
False,14180
False,14181
False,14182
False,14183
False,14184
False,14185
False,14186
False,14187
False,14188
False,14189
False,14190
False,14191
False,14192
False,14193
False,14194
False,14195
False,14196
False,14197
False,14198
False,14199
False,14200
False,14201
False,14202
False,14203
False,14204
True,14205
False,14206
False,14207
False,14208
False,14209
False,14210
False,14211
True,14212
False,14213
False,14214
False,14215
False,14216
True,14217
False,14218
False,14219
True,14220
False,14221
False,14222
False,14223
False,14224
False,14225
True,14226
True,14227
True,14228
True,14229
False,14230
True,14231
True,14232
True,14233
True,14234
True,14235
False,14236
True,14237
True,14238
True,14239
False,14240
True,14241
True,14242
True,14243
True,14244
True,14245
True,14246
True,14247
True,14248
True,14249
False,14250
True,14251
True,14252
True,14253
True,14254
True,14255
True,14256
True,14257
True,14258
True,14259
False,14260
True,14261
True,14262
True,14263
True,14264
True,14265
True,14266
True,14267
False,14268
True,14269
True,14270
True,14271
True,14272
True,14273
True,14274
True,14275
True,14276
True,14277
True,14278
True,14279
True,14280
True,14281
True,14282
True,14283
True,14284
True,14285
True,14286
True,14287
False,14288
True,14289
False,14290
True,14291
True,14292
False,14293
True,14294
True,14295
True,14296
True,14297
True,14298
True,14299
True,14300
True,14301
True,14302
True,14303
False,14304
False,14305
False,14306
False,14307
True,14308
True,14309
False,14310
False,14311
True,14312
True,14313
True,14314
True,14315
True,14316
False,14317
True,14318
True,14319
True,14320
True,14321
False,14322
True,14323
False,14324
False,14325
True,14326
True,14327
False,14328
True,14329
True,14330
True,14331
False,14332
True,14333
False,14334
True,14335
False,14336
True,14337
True,14338
False,14339
True,14340
True,14341
False,14342
False,14343
False,14344
True,14345
True,14346
True,14347
False,14348
True,14349
True,14350
True,14351
True,14352
False,14353
False,14354
True,14355
False,14356
True,14357
True,14358
False,14359
False,14360
True,14361
False,14362
True,14363
False,14364
True,14365
True,14366
True,14367
True,14368
True,14369
True,14370
True,14371
False,14372
False,14373
True,14374
False,14375
False,14376
True,14377
True,14378
False,14379
False,14380
True,14381
False,14382
False,14383
True,14384
True,14385
True,14386
False,14387
True,14388
False,14389
True,14390
True,14391
False,14392
True,14393
True,14394
True,14395
True,14396
False,14397
True,14398
True,14399
True,14400
False,14401
False,14402
False,14403
False,14404
False,14405
False,14406
True,14407
False,14408
False,14409
True,14410
True,14411
True,14412
False,14413
False,14414
True,14415
True,14416
True,14417
False,14418
True,14419
False,14420
True,14421
True,14422
False,14423
True,14424
True,14425
True,14426
True,14427
True,14428
False,14429
True,14430
True,14431
True,14432
True,14433
False,14434
True,14435
True,14436
True,14437
True,14438
True,14439
True,14440
False,14441
True,14442
True,14443
True,14444
True,14445
True,14446
True,14447
True,14448
True,14449
True,14450
True,14451
True,14452
True,14453
True,14454
True,14455
False,14456
True,14457
True,14458
True,14459
False,14460
True,14461
False,14462
True,14463
False,14464
True,14465
True,14466
True,14467
False,14468
True,14469
False,14470
True,14471
True,14472
True,14473
True,14474
True,14475
False,14476
False,14477
False,14478
False,14479
False,14480
False,14481
False,14482
False,14483
False,14484
False,14485
True,14486
False,14487
